article_name,article_id
The Cat in the Hat,4047
The Catcher in the Rye,4048
The Catlins,4049
"The Championships, Wimbledon",4050
The Children's Machine,4051
The Count of Monte Cristo,4052
The Country Wife,4053
The Curious Incident of the Dog in the Night-time,4054
The Dandy,4055
The Fairy-Queen,4056
The Famous Five (characters),4057
The Fens,4058
The Frogs,4059
The Gambia,4060
The Godfather,4061
The Great Exhibition,4062
The Hague,4063
The Hitchhiker's Guide to the Galaxy,4064
The Hobbit,4065
The Holocaust,4066
The Illuminatus! Trilogy,4067
The Importance of Being Earnest,4068
The Iron Bridge,4069
The King's Regiment (Liverpool),4070
The Last Supper (Leonardo),4071
The Legend of Zelda series,4072
"The Lion, the Witch and the Wardrobe",4073
The Lion King,4074
The Lorax,4075
The Lord of the Rings,4076
The Lord of the Rings film trilogy,4077
The Magic Flute,4078
The Marriage of Figaro,4079
The Merchant of Venice,4080
The Mismeasure of Man,4081
The Old Man and the Sea,4082
The Origin of Species,4083
The Oz books,4084
The Picture of Dorian Gray,4085
The Pilgrim's Progress,4086
The Quatermass Experiment,4087
The Relapse,4088
The Rime of the Ancient Mariner,4089
The Rite of Spring,4090
The Rolling Stones,4091
The Seagull,4092
The Shawshank Redemption,4093
The Simpsons,4094
The Smiths,4095
The Supremes,4096
The Temptations,4097
The Wall Street Journal,4098
The Waste Land,4099
The West Wing (TV series),4100
The X-Files,4101
Theatre,4102
"Theatre Royal, Drury Lane",4103
Theatre in the round,4104
Theodore Roosevelt,4105
Therizinosaurus,4106
Thermodynamic temperature,4107
Thermodynamics,4108
Theropoda,4109
Theta,4110
Thiamine,4111
Third Servile War,4112
Thomas Aquinas,4113
Thomas Becket,4114
Thomas Cranmer,4115
Thomas Edison,4116
Thomas Gainsborough,4117
Thomas Hobbes,4118
Thomas Jefferson,4119
Thomas Malthus,4120
Thomas More,4121
Thomas Pynchon,4122
Thomas Samuel Kuhn,4123
Thor,4124
Thorax,4125
Thorium,4126
Thrasybulus,4127
Three Gorges Dam,4128
Three Laws of Robotics,4129
Three Mile Island accident,4130
Thrush (bird),4131
Thucydides,4132
Thulium,4133
Thunderstorm,4134
Tiananmen Square protests of 1989,4135
Tibet,4136
Tide,4137
Tiger,4138
Tiger Woods,4139
Tiger shark,4140
Tigris,4141
Tijuana,4142
Tiktaalik,4143
Tim Berners-Lee,4144
Tim Henman,4145
Timbuktu,4146
Time,4147
Time zone,4148
Timeline of discovery of solar system planets and their natural satellites,4149
Timken 1111,4150
Timur,4151
Tin,4152
Tin(II) chloride,4153
Tin whistle,4154
Tiridates I of Armenia,4155
Titanium,4156
Titanosauridae,4157
To Kill a Mockingbird,4158
Tobacco,4159
Tobacco smoking,4160
Tofu,4161
Togo,4162
Tokelau,4163
Tokyo,4164
Toluene,4165
Tom and Jerry (MGM),4166
Tone cluster,4167
Tonga,4168
Tony Blair,4169
Tooth development,4170
Tooth enamel,4171
Top of the Pops,4172
Topology,4173
Toraja,4174
Tornado,4175
Toronto,4176
Tottenham Hotspur F.C.,4177
Tour de France,4178
Tourette syndrome,4179
Tourism,4180
Tower Bridge,4181
Tower of London,4182
Toy,4183
Toy Story,4184
Trabancos River,4185
Trade and usage of saffron,4186
Trade union,4187
Trafalgar Square,4188
Train,4189
Trans-Siberian Railway,4190
Transit of Venus,4191
Transport,4192
Trapdoor spider,4193
Treasure Island,4194
Treaty of Devol,4195
Treaty of Versailles,4196
Tree,4197
Tree Sparrow,4198
Tree frog,4199
Treecreeper,4200
Trench warfare,4201
Triassic,4202
Triathlon,4203
Tribe,4204
Triceratops,4205
Trichinosis,4206
Triggerplant,4207
Trigonometric function,4208
Trigonometry,4209
Trimurti,4210
Trinidad and Tobago,4211
Trinity,4212
"Trinity College, Cambridge",4213
Trinity test,4214
Tripitaka,4215
Tripoli,4216
Triumph of the Will,4217
Trobairitz,4218
Trojan War,4219
Troodon,4220
Troop sleeper,4221
Tropical Storm Allison,4222
Tropical Storm Ana (2003),4223
Tropical Storm Bilis (2006),4224
Tropical Storm Bonnie (2004),4225
Tropical Storm Chris (2006),4226
Tropical Storm Danielle (1992),4227
Tropical Storm Delta (2005),4228
Tropical Storm Franklin (2005),4229
Tropical Storm Harvey (2005),4230
Tropical Storm Henri (2003),4231
Tropical Storm Isabel (1985),4232
Tropical Storm Larry (2003),4233
Tropical Storm Lee (2005),4234
Tropical Storm Leslie (2000),4235
Tropical Storm Matthew (2004),4236
Tropical Storm Odette (2003),4237
Tropical Storm Vamei,4238
Tropical Storm Zeta (2005),4239
Tropical cyclone,4240
Tropics,4241
Trout,4242
Trumpet,4243
Tsar Bomba,4244
Tsunami,4245
Tuatara,4246
Tuberculosis,4247
Tufted Duck,4248
Tuna,4249
Tungsten,4250
Tunis,4251
Tunisia,4252
Tupac Shakur,4253
Turin,4254
Turkey,4255
Turkey (bird),4256
Turkish Republic of Northern Cyprus,4257
Turkish literature,4258
Turkmenistan,4259
Turks and Caicos Islands,4260
Turmeric,4261
Turner syndrome,4262
Turquoise,4263
Turtle,4264
Tutsi,4265
Tuvalu,4266
Tycho Brahe,4267
Typewriter,4268
Typhoon Ewiniar (2006),4269
Typhoon Saomai (2006),4270
Tyrannosaurus,4271
U.S. Navy Marine Mammal Program,4272
U.S. Open (tennis),4273
U.S. Route 66,4274
U.S. state,4275
U2,4276
USS Wisconsin (BB-64),4277
Ubuntu (Linux distribution),4278
Uffington White Horse,4279
Uganda,4280
Ukraine,4281
Ukulele,4282
Ulawun,4283
Ultimatum game,4284
Ultraviolet,4285
Uluru,4286
Ulysses S. Grant,4287
Umbrella Cockatoo,4288
Underground (stories),4289
Union Flag,4290
Union Station (San Diego),4291
United Arab Emirates,4292
United Kingdom,4293
United Kingdom national football team,4294
United Malays National Organisation,4295
United Nations,4296
United States,4297
United States Bill of Rights,4298
United States Congress,4299
United States Constitution,4300
United States Declaration of Independence,4301
United States House of Representatives,4302
United States Numbered Highways,4303
United States Senate,4304
United States Virgin Islands,4305
United States dollar,4306
United for Peace and Justice,4307
Universe,4308
University,4309
University of Bristol,4310
University of Cambridge,4311
University of Chicago,4312
University of Texas at Austin,4313
Unix,4314
Ununbium,4315
Ununhexium,4316
Ununoctium,4317
Ununpentium,4318
Ununquadium,4319
Ununtrium,4320
Upsilon Andromedae,4321
Upsilon Andromedae b,4322
Upsilon Andromedae c,4323
Upsilon Andromedae d,4324
Uranium,4325
Uranus,4326
Urial,4327
Ursuline Convent Riots,4328
Uruguay,4329
Utilitarianism,4330
Utrecht (city),4331
Uzbekistan,4332
Vacutainer,4333
Valparaíso,4334
Vampire,4335
Vampire bat,4336
Van Halen,4337
Vanadium,4338
Vancouver,4339
Vanilla,4340
Vanuatu,4341
Varanasi,4342
Vasco da Gama,4343
Vatican City,4344
Vegetable,4345
Vegetation,4346
Velociraptor,4347
Venezuela,4348
Venn diagram,4349
Venus,4350
Venus and Adonis (opera),4351
Vernon Kell,4352
Vertebrate,4353
Vestigial structure,4354
Vicia faba,4355
Victor Hugo,4356
"Victoria, Seychelles",4357
Victoria Cross,4358
Victoria of the United Kingdom,4359
Video,4360
Vienna,4361
Vietnam,4362
Vietnam War,4363
Viking,4364
Vinaya,4365
Vincent van Gogh,4366
Virgil,4367
Virginian Railway,4368
Virtuti Militari,4369
Virus,4370
Visual arts,4371
Vitamin,4372
Vitamin C,4373
Vitamin D,4374
Vitus Bering,4375
Vivien Leigh,4376
Vladimir Lenin,4377
Vodafone,4378
Volcanic pipe,4379
Volcano,4380
Vole,4381
Volga River,4382
Volleyball,4383
Volt,4384
Voltaire,4385
Voting,4386
Vowel,4387
Voynich manuscript,4388
Vulgar Latin,4389
Vulture,4390
W. Mark Felt,4391
WTA Tour Championships,4392
Wader,4393
Waheguru,4394
Wake Island,4395
Wales,4396
Wall Street,4397
Wallaby,4398
Wallis and Futuna,4399
Walrus,4400
Walt Disney,4401
Walt Whitman,4402
Walter Raleigh,4403
Walter Scott,4404
War,4405
War and Peace,4406
War in Somalia (2006–present),4407
War of the League of Cambrai,4408
War of the Spanish Succession,4409
Ward Cunningham,4410
Warren G. Harding,4411
Wars of Castro,4412
Wars of the Roses,4413
Warsaw,4414
Warsaw Uprising (1794),4415
Wasabi,4416
"Washington, D.C.",4417
Washington Metro,4418
Washington streetcars,4419
Wasp,4420
Waste management,4421
Watch,4422
Watchmen,4423
Water,4424
Water Buffalo,4425
Water polo,4426
Water purification,4427
Water resources,4428
Watercolor painting,4429
Watling Street,4430
Wave,4431
Wave–particle duality,4432
Wayne Rooney,4433
Weakest Link,4434
Weapon,4435
Weasel,4436
Weather,4437
Weather forecasting,4438
Weather map,4439
Weed,4440
Weight training,4441
Weimar Republic,4442
Welding,4443
Wellington,4444
Welsh law,4445
Wernher von Braun,4446
Wessex,4447
West Bank,4448
West Flemish,4449
West Virginia,4450
Western Front (World War I),4451
Western Roman Empire,4452
Western Sahara,4453
Western painting,4454
Westminster Abbey,4455
Westminster System,4456
Weston-super-Mare,4457
Westport Country Playhouse,4458
Weyauwega derailment,4459
Weymouth,4460
Weyto language,4461
Whale,4462
Whale shark,4463
Whale song,4464
Wheat,4465
Where Did Our Love Go,4466
Whipworm,4467
White's Tree Frog,4468
White-tailed Eagle,4469
White Mountain art,4470
White Wagtail,4471
White cliffs of Dover,4472
Whitethroat,4473
Whitney Joins The JAMs,4474
Whooping Crane,4475
Wigeon,4476
Wikimedia Foundation,4477
Wikinews,4478
Wikipedia,4479
Wikipedia Text of the GNU Free Documentation License,4480
Wikisource,4481
Wikispecies,4482
Wild cat,4483
Wildebeest,4484
Willem Barents,4485
William Butler Yeats,4486
William Edington,4487
William Ewart Gladstone,4488
William Gilbert,4489
William Gladstone,4490
William Harvey,4491
William Henry Harrison,4492
William Hogarth,4493
William Howard Taft,4494
William III of England,4495
William II of England,4496
William IV of the United Kingdom,4497
William I of England,4498
William Mahone,4499
William McKinley,4500
William N. Page,4501
William Pitt the Younger,4502
William Renshaw,4503
William Shakespeare,4504
William Tecumseh Sherman,4505
"William Thomson, 1st Baron Kelvin",4506
William Wilberforce,4507
William and Mary,4508
William the Silent,4509
Wind,4510
Windows 2000,4511
Windows Vista,4512
Windows XP,4513
Windsor Castle,4514
Wine,4515
Winfield Scott (ship),4516
Winfield Scott Hancock,4517
Winston Churchill,4518
Winston Tunnel,4519
Winter,4520
Witold Pilecki,4521
Wolf Brother,4522
Wolfgang Amadeus Mozart,4523
Wolverine,4524
Wombat,4525
Women's rights,4526
Wood,4527
Wood Pigeon,4528
Wood fuel,4529
Woodpecker,4530
Woodrow Wilson,4531
Woodruff,4532
Woodworking,4533
WorkChoices,4534
Work (thermodynamics),4535
Working poor,4536
World Bank Group,4537
World Health Organization,4538
World Heritage Site,4539
World Trade Organization,4540
World War I,4541
World War II,4542
World Wide Web,4543
Worm,4544
Wowpurchase,4545
Wren,4546
Wrench,4547
Wrestling,4548
Wright brothers,4549
Writing,4550
Wyndham Robertson,4551
X-Men  The Last Stand,4552
X Window System,4553
X Window System protocols and architecture,4554
X Window core protocol,4555
Xanadu House,4556
Xenon,4557
Yagan,4558
Yak,4559
Yamoussoukro,4560
Yangtze River,4561
"Yarralumla, Australian Capital Territory",4562
Yeast,4563
Yellow River,4564
Yellow fever,4565
Yellowhammer,4566
Yellowstone National Park,4567
Yemen,4568
Yenisei River,4569
Yes Minister,4570
Yeti,4571
Yom Kippur War,4572
York,4573
Yorkshire Dales,4574
Yotsuya Kaidan,4575
You're Still the One,4576
Ytterbium,4577
Yttrium,4578
Yugoslavia,4579
"Yungay, Peru",4580
Yuri Gagarin,4581
Yuri Knorosov,4582
Zürich,4583
ZX Spectrum,4584
Zachary Taylor,4585
Zambezi,4586
Zambia,4587
Zara Yaqob,4588
Zebra,4589
Zebra shark,4590
Zeus,4591
Zhang Qian,4592
Zheng He,4593
Ziad Jarrah,4594
Zimbabwe,4595
Zinc,4596
Zinc chloride,4597
Zion National Park,4598
Zionism,4599
Zirconium,4600
Zoroaster,4601
Zuid-Gelders,4602
Zulu,4603
